Age,KM,Fuel_Type,HP,Automatic,CC,Quarterly_Tax,Weight,Price
78,115000,Petrol,107,1,1600,85,1100,6500
77,114258,Petrol,86,0,1300,69,1050,7600
73,112963,Diesel,72,0,2000,185,1135,8950
74,112307,Petrol,110,0,1600,85,1070,7450
72,112000,Petrol,86,0,1300,69,1015,7350
73,111602,Petrol,86,0,1300,69,1015,7750
80,111392,CNG,110,0,1598,197,1083,7460
76,110901,Petrol,110,0,1600,85,1085,9250
80,110887,Petrol,110,0,1600,85,1055,7250
72,110634,Petrol,86,0,1300,69,1015,6500
80,110000,Petrol,110,0,1600,69,1035,6800
75,109540,Petrol,110,0,1600,85,1085,8700
78,109263,Petrol,110,0,1600,85,1070,7500
71,107516,Petrol,110,0,1600,69,1050,7750
73,107108,Petrol,110,0,1600,69,1050,7950
75,107000,Petrol,110,0,1600,69,1050,9950
74,106250,Petrol,110,0,1600,85,1070,6640
71,106150,Petrol,86,0,1300,19,1015,8750
72,106108,Petrol,110,0,1600,69,1050,7750
72,105856,Petrol,86,0,1300,69,1015,5950
77,105152,Petrol,86,0,1300,69,1015,6750
80,105135,Petrol,110,0,1600,69,1050,6500
76,104344,Petrol,110,0,1600,69,1050,8750
74,104150,Petrol,110,0,1600,69,1050,7950
74,104000,Petrol,86,0,1300,69,1010,6750
73,103121,Petrol,86,0,1300,69,1035,7950
80,102300,Petrol,86,0,1300,69,1015,7950
75,102005,Petrol,107,1,1600,85,1105,8950
77,102000,Petrol,86,0,1300,69,1015,7750
75,101855,Petrol,110,0,1600,85,1070,6450
74,101773,Petrol,110,0,1600,69,1050,6900
75,101159,Petrol,110,0,1600,85,1085,8450
74,101000,Petrol,86,0,1300,19,1015,6750
74,100732,Petrol,86,1,1300,69,1030,8050
79,100719,Petrol,110,0,1600,85,1070,9500
78,100487,Petrol,110,0,1600,69,1035,7750
80,100458,Petrol,110,0,1600,85,1085,8500
75,100192,Petrol,110,0,1600,69,1050,7795
80,100123,Petrol,110,0,1600,69,1050,6490
73,99971,Petrol,110,0,1600,69,1050,7950
79,99397,Petrol,86,0,1300,69,1035,6425
69,99374,Petrol,86,0,1300,69,1035,8950
72,99245,Petrol,110,0,1600,19,1114,6950
79,98742,Petrol,110,0,1600,85,1085,8750
71,98154,Petrol,110,0,1600,69,1050,8450
77,98000,Petrol,110,0,1600,19,1065,7950
80,97548,Petrol,86,0,1300,69,1035,7950
78,97534,Petrol,110,0,1600,85,1070,8900
73,97494,Petrol,110,0,1600,85,1085,8950
73,97085,Petrol,110,0,1600,85,1085,8900
69,97000,Petrol,110,0,1600,69,1035,7950
74,96302,Petrol,86,0,1300,69,1015,6495
78,96000,Petrol,86,0,1300,69,1015,7250
74,96000,Petrol,110,0,1600,85,1085,9250
78,95909,Petrol,110,0,1600,85,1070,6650
79,95700,Petrol,110,0,1600,85,1085,6990
78,95651,Petrol,110,0,1600,85,1070,7750
79,95000,Petrol,86,0,1300,69,1035,6950
80,94447,Petrol,110,0,1600,69,1050,7250
80,94079,Petrol,110,0,1600,85,1085,9950
80,93841,Petrol,110,0,1600,85,1070,9250
79,93090,Petrol,86,0,1300,69,1035,7200
72,93066,Petrol,110,0,1600,85,1075,8250
79,93039,Petrol,110,0,1600,69,1050,8950
77,93000,Petrol,110,0,1600,85,1075,8250
80,92830,Petrol,86,0,1300,69,1015,6250
80,92255,Petrol,107,1,1600,85,1105,9900
80,92096,Petrol,86,0,1300,69,1035,7300
72,91921,Petrol,86,0,1300,69,1020,8950
70,91900,Petrol,86,0,1300,69,1015,6500
78,91399,Petrol,110,0,1600,85,1070,7950
75,91082,Petrol,110,0,1600,69,1050,7450
71,90370,Petrol,86,0,1300,69,1035,7950
78,90345,Petrol,86,0,1300,69,1035,8500
77,90305,Petrol,86,0,1300,69,1015,6950
78,90011,Petrol,86,1,1300,69,1045,7950
77,90000,Petrol,86,0,1300,69,1015,6750
70,89983,Petrol,110,0,1600,85,1055,8450
78,89953,Petrol,110,0,1600,19,1114,7500
74,89800,Diesel,72,0,2000,185,1115,8750
79,89739,Petrol,86,0,1300,69,1035,8750
76,89520,Petrol,110,0,1600,69,1050,8950
75,89507,Petrol,86,0,1300,69,1015,7450
69,89096,Petrol,110,0,1600,85,1085,9200
74,88700,Petrol,110,0,1600,69,1050,8950
72,88500,Petrol,110,0,1600,85,1075,7850
73,88186,Diesel,72,0,2000,185,1115,6950
75,88000,Petrol,110,0,1600,69,1050,7200
78,87743,Petrol,110,0,1600,85,1055,7450
75,87613,Petrol,86,0,1300,69,1015,6750
73,87358,Petrol,110,0,1600,69,1050,7500
72,87083,Petrol,110,0,1600,69,1035,7450
70,87000,Petrol,110,0,1600,69,1035,7950
78,87000,Petrol,110,0,1600,69,1035,7250
73,87000,Petrol,86,0,1300,69,1015,7950
80,87000,Petrol,86,0,1300,69,1015,8250
72,86860,Petrol,110,0,1600,85,1075,8250
80,86109,Petrol,110,0,1600,85,1055,6750
79,86000,Petrol,86,0,1300,69,1040,8750
80,86000,Petrol,110,0,1600,19,1050,8950
70,85864,Diesel,72,0,2000,185,1135,8500
80,85565,Petrol,110,0,1600,85,1070,8250
70,85470,Petrol,107,1,1600,85,1080,9450
73,85200,Petrol,110,0,1600,69,1050,7950
70,85000,Petrol,110,0,1600,85,1055,7900
73,84988,Petrol,110,0,1600,69,1050,8500
79,84966,Petrol,110,0,1600,85,1070,8250
76,84472,Petrol,110,0,1600,85,1070,8250
73,84402,Petrol,110,0,1600,69,1035,8950
74,84123,Petrol,110,0,1600,69,1050,7950
80,84000,Petrol,110,0,1600,85,1075,6950
78,84000,Petrol,110,0,1600,19,1065,7250
77,84000,Petrol,110,0,1600,85,1085,7750
75,83850,Petrol,110,0,1600,85,1055,8700
80,83540,Petrol,110,0,1600,85,1070,8950
76,83405,Petrol,110,0,1600,85,1070,6750
71,83291,Petrol,110,0,1600,85,1070,7500
69,83133,Petrol,86,0,1300,69,1015,7950
71,83047,Petrol,86,1,1300,69,1045,8950
71,82700,Petrol,110,0,1600,69,1050,7950
78,82675,Petrol,86,0,1300,69,1015,7450
78,82595,Petrol,86,0,1300,19,1015,5950
75,82256,Petrol,110,0,1600,69,1050,7750
77,82103,Petrol,86,0,1300,69,1015,6950
80,82021,Petrol,86,0,1300,69,1035,8750
71,82000,Petrol,110,0,1600,85,1075,8950
79,81988,Petrol,110,0,1600,85,1070,7495
76,81930,Petrol,110,0,1600,85,1070,7750
70,81663,Petrol,110,0,1600,69,1050,6950
77,80486,Petrol,110,0,1600,85,1070,7990
78,80000,Petrol,110,0,1600,19,1065,7250
69,79000,Petrol,86,0,1300,69,1015,6900
74,78894,Petrol,110,0,1600,85,1070,7750
78,78689,Petrol,110,0,1600,69,1035,7250
77,78435,Petrol,86,0,1300,69,1015,8950
71,78260,Petrol,110,0,1600,69,1050,8500
72,78120,Petrol,110,0,1600,85,1075,7950
77,77000,Petrol,86,0,1300,19,1015,6950
78,77000,Petrol,110,0,1600,69,1050,8000
75,76382,Petrol,110,0,1600,85,1055,7950
76,76268,Petrol,86,0,1300,69,1015,8500
73,76151,Petrol,86,0,1300,69,1015,7490
80,76000,Petrol,110,0,1600,69,1050,8250
71,76000,Petrol,110,0,1600,85,1070,9250
72,75840,Petrol,86,0,1300,69,1035,7950
77,75799,Petrol,110,0,1600,19,1050,9500
72,75525,Petrol,110,0,1600,19,1114,8950
78,75323,Petrol,86,0,1300,69,1050,8450
79,75322,Petrol,110,0,1600,85,1115,7995
78,75226,Petrol,110,0,1600,69,1035,8750
71,75085,Petrol,86,0,1300,69,1035,5950
73,75000,Petrol,110,0,1600,85,1075,8500
69,75000,Petrol,86,0,1300,69,1000,8950
69,75000,Petrol,86,0,1300,69,1000,8750
78,74926,Petrol,110,0,1600,85,1075,7600
80,74785,Petrol,110,0,1600,85,1070,7145
69,74573,Petrol,110,0,1600,85,1085,8450
75,74567,Petrol,86,0,1300,19,1015,5950
80,74196,Petrol,110,0,1600,85,1075,9000
80,74151,Petrol,110,0,1600,69,1050,7250
75,74096,Petrol,110,0,1600,69,1050,7400
79,74093,Petrol,110,0,1600,85,1075,8800
71,74000,Petrol,110,0,1600,69,1050,7750
75,74000,Petrol,86,0,1300,69,1015,7500
78,73638,Petrol,86,1,1300,19,1015,8450
75,73460,Petrol,110,0,1600,85,1070,7400
80,73200,Petrol,110,0,1600,85,1070,7500
76,73116,Petrol,110,0,1600,85,1075,8950
70,73014,Petrol,110,0,1600,85,1075,8950
77,72703,Petrol,110,0,1600,69,1050,7950
79,72328,Petrol,110,0,1600,85,1075,7950
78,72222,Petrol,110,0,1600,85,1070,7950
71,72128,Petrol,107,1,1600,85,1100,8950
78,72090,Petrol,110,0,1600,85,1070,7750
78,72000,Petrol,110,0,1600,69,1035,8250
78,72000,Petrol,110,0,1600,85,1055,7950
77,71900,Petrol,86,0,1300,69,1015,7750
77,71825,Petrol,110,0,1600,85,1075,8500
80,71740,Petrol,110,0,1600,85,1070,6950
80,71500,Petrol,110,0,1600,69,1035,7500
79,71359,Petrol,110,0,1600,69,1050,7750
79,71263,Petrol,86,0,1300,69,1015,5950
78,71186,Petrol,110,0,1600,69,1050,7500
72,71054,Petrol,86,1,1300,69,1045,8950
76,71000,Petrol,110,0,1600,69,1050,7950
80,70939,Petrol,110,1,1600,85,1100,6900
77,70932,Petrol,110,0,1600,69,1050,7450
80,70597,Petrol,107,1,1600,85,1080,8500
73,70482,Petrol,110,0,1600,19,1075,7500
77,70124,Petrol,110,0,1600,69,1050,8750
76,70039,Petrol,110,0,1600,69,1050,7500
80,69904,Petrol,110,0,1600,85,1070,9950
75,69388,Petrol,86,0,1300,69,1010,7950
75,69320,Petrol,110,0,1600,85,1070,9950
78,69000,Petrol,110,0,1600,85,1075,9250
73,68988,Petrol,86,0,1300,69,1035,9250
79,68945,Petrol,110,0,1600,85,1085,9950
74,68285,Petrol,110,0,1600,69,1050,5950
76,68000,Petrol,110,0,1600,85,1075,7995
70,68000,Petrol,86,1,1300,69,1045,8950
75,67451,Petrol,86,0,1300,69,1000,7450
76,67266,Petrol,86,0,1300,69,1035,8250
78,67255,Petrol,110,0,1600,85,1085,8500
70,67100,Petrol,110,0,1600,85,1075,8500
69,67092,Diesel,72,0,2000,185,1115,9400
80,66880,Petrol,110,0,1600,85,1055,7250
79,66855,Petrol,110,0,1600,85,1075,8950
80,66843,Petrol,110,0,1600,85,1075,9450
74,66718,Petrol,110,0,1600,69,1050,8500
80,66168,Petrol,86,0,1300,69,1015,6750
80,65950,Petrol,110,0,1600,85,1070,7400
78,65500,Petrol,86,0,1300,69,1015,8950
80,65307,Petrol,110,0,1600,85,1055,6900
79,65254,Petrol,86,0,1300,69,1015,7750
71,65021,Diesel,72,0,2000,185,1115,8950
75,65006,Petrol,86,0,1300,69,1015,6950
77,64280,Petrol,110,0,1600,69,1035,8495
75,64000,Petrol,107,1,1600,85,1085,10000
71,64000,Petrol,110,0,1600,85,1070,6999
80,64000,Petrol,110,0,1600,85,1055,8950
79,63918,Petrol,110,0,1600,69,1035,8500
75,63634,Petrol,110,0,1600,69,1035,8750
80,63500,Petrol,110,0,1600,69,1050,7499
80,63266,Petrol,110,0,1600,69,1035,9000
77,62595,Petrol,110,0,1600,69,1050,8950
80,62581,Petrol,110,0,1600,85,1075,6950
77,62285,Petrol,110,0,1600,85,1075,8500
77,61906,Petrol,86,1,1300,85,1065,8450
74,61700,Petrol,110,0,1600,85,1070,8950
77,61648,Petrol,110,0,1600,85,1070,8250
75,61626,Petrol,86,0,1300,69,1035,7950
70,61510,Petrol,110,0,1600,69,1035,7450
79,61165,Petrol,107,1,1600,85,1080,9000
70,61000,Petrol,110,0,1600,69,1035,7150
76,60833,Petrol,110,0,1600,69,1035,7750
70,60600,Petrol,86,0,1300,85,1060,5845
72,60483,Petrol,110,0,1600,85,1075,8500
80,60476,Petrol,110,0,1600,19,1114,8250
79,60142,Petrol,110,0,1600,69,1050,9450
69,60050,Petrol,110,0,1600,69,1050,6750
77,60000,Petrol,110,0,1600,69,1050,8400
76,60000,Petrol,110,0,1600,69,1050,7900
76,59815,Petrol,110,0,1587,85,1055,7950
80,59326,Petrol,110,0,1600,85,1085,8750
73,59240,Petrol,110,0,1600,69,1050,9900
71,59164,Petrol,110,0,1600,69,1035,6495
70,59017,Petrol,107,1,1600,85,1080,8250
69,58952,Petrol,110,0,1600,69,1050,6900
74,58454,Petrol,86,0,1300,69,1015,7500
75,58341,Petrol,86,1,1300,69,1030,7950
80,58267,Petrol,110,0,1600,85,1070,8250
80,58000,Petrol,110,0,1600,85,1055,8950
70,57829,Petrol,110,0,1600,19,1050,9750
80,57787,Petrol,86,0,1300,69,1015,8250
78,57628,Petrol,110,0,1600,85,1075,8900
75,57537,Petrol,86,0,1300,69,1050,8950
76,57263,Petrol,110,0,1600,69,1050,6750
75,57144,Petrol,110,0,1600,85,1070,7950
69,57096,Petrol,86,0,1300,69,1025,8600
80,57000,Petrol,86,0,1300,69,1000,7750
73,56566,Petrol,110,0,1600,69,1050,7800
73,56307,Petrol,110,0,1600,69,1050,8750
79,56214,Petrol,86,0,1300,69,1015,9500
74,56132,Petrol,110,0,1600,69,1035,7750
79,55425,Petrol,110,0,1600,85,1075,9950
77,54439,Petrol,86,0,1300,69,1015,7750
69,53809,Petrol,110,0,1600,69,1050,5950
76,53133,Petrol,110,0,1600,85,1070,10950
77,52900,Petrol,110,0,1600,19,1075,9450
80,52700,Petrol,110,0,1600,69,1050,8250
69,52320,Petrol,110,0,1600,85,1070,9750
78,52287,Petrol,110,0,1600,19,1114,7450
75,52000,Petrol,110,0,1600,19,1075,8750
69,52000,Petrol,110,0,1600,69,1050,8750
73,52000,Petrol,110,1,1600,85,1065,8500
70,51874,Petrol,86,0,1300,69,1000,8950
79,49827,Petrol,86,0,1300,69,1035,7500
69,49640,Petrol,110,0,1600,69,1035,7250
80,49580,Petrol,110,0,1600,69,1035,7450
76,49170,Petrol,86,0,1300,69,1045,8750
77,48838,Petrol,110,0,1600,85,1055,9800
71,48576,Petrol,86,0,1300,69,1015,7500
75,48400,Petrol,110,0,1600,85,1075,8950
74,48242,Petrol,86,0,1300,69,1035,8950
70,47955,Petrol,110,0,1600,85,1070,7450
71,47633,Petrol,110,0,1600,85,1075,8950
78,47400,Petrol,86,0,1300,69,1040,10500
73,47360,Petrol,86,0,1300,69,1010,7000
77,45507,Petrol,110,0,1600,69,1050,8500
76,45410,Petrol,86,0,1300,69,1035,7750
70,44850,Petrol,110,0,1600,69,1050,8950
69,44826,Petrol,110,0,1600,85,1075,8250
80,44444,Petrol,110,0,1600,69,1050,9250
75,43720,Petrol,110,0,1600,85,1070,7900
78,43622,Petrol,86,0,1300,69,1000,8500
76,43532,Petrol,110,0,1600,85,1070,7950
69,42800,Petrol,110,0,1600,69,1050,9950
74,42317,Petrol,107,1,1600,85,1100,8750
80,42186,Petrol,110,0,1600,69,1050,7500
72,42000,Petrol,110,0,1600,69,1050,6950
79,40093,Petrol,110,0,1600,19,1114,8950
79,39800,Petrol,107,1,1600,85,1080,8750
73,39168,Petrol,86,0,1300,69,1015,7750
75,38945,Petrol,110,0,1600,69,1050,8450
76,36537,Petrol,110,1,1600,85,1075,8150
78,36000,Petrol,86,1,1300,69,1045,8500
78,36000,Petrol,110,0,1600,69,1050,7600
80,35821,Petrol,86,1,1300,19,1015,7950
73,34717,Petrol,86,0,1300,69,1015,7750
80,34000,Petrol,86,0,1300,69,1000,7950
78,30964,Petrol,110,1,1600,85,1080,9950
71,29000,Petrol,86,1,1300,69,1045,8950
72,26000,Petrol,86,0,1300,69,1015,8450
78,24000,Petrol,86,1,1300,85,1065,8950
80,23000,Petrol,86,0,1300,69,1015,8450
69,20544,Petrol,86,0,1300,69,1025,7500
72,19000,Petrol,86,0,1300,69,1015,10845
71,17016,Petrol,86,0,1300,69,1015,8500
70,16916,Petrol,86,0,1300,69,1015,7250
76,1,Petrol,110,0,1600,19,1114,6950
